"","tax1","tax2","tax3","tax4","tax5","tax6","tax7"
"OTU_53871","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae",NA,NA
"OTU_68428","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma",NA
"OTU_1920","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_766","k__Fungi","p__Ascomycota","c__Incertae sedis","o__Incertae sedis","f__Incertae sedis","g__Noosia","s__Noosia banksiae"
"OTU_1425","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_27637","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Physalacriaceae","g__Armillaria",NA
"OTU_164","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Itersonilia","s__Itersonilia perplexans"
"OTU_64545","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_56870","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pleurotaceae","g__Pleurotus",NA
"OTU_342","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_73666","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae",NA,NA
"OTU_270","k__Fungi","p__Ascomycota","c__Incertae sedis","o__Incertae sedis","f__Incertae sedis","g__Acrodontium","s__Acrodontium crateriforme"
"OTU_56469","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_7234","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_44009","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__unidentified","g__unidentified","s__uncultured Aspergillus"
"OTU_194","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_335","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Incertae sedis","g__Sporobolomyces","s__Sporobolomyces sp TY_241"
"OTU_16887","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Epicoccum","s__Epicoccum nigrum"
"OTU_283","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__unidentified","s__Phaeosphaeriaceae sp MJ23"
"OTU_27253","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_47052","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Kabatiella","s__Kabatiella bupleuri"
"OTU_517","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Kondoa","s__Kondoa aeria"
"OTU_72","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"OTU_74","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium",NA
"OTU_316","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU_463","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Incertae sedis","g__Acremonium","s__Acremonium implicatum"
"OTU_35","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Penicillium",NA
"OTU_248","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Erysiphales","f__Erysiphaceae","g__Podosphaera","s__Podosphaera xanthii"
"OTU_46407","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_223","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_72065","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_64983","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_41","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium",NA
"OTU_455","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_281","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma",NA
"OTU_319","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Incertae sedis","g__Cryptococcus","s__Cryptococcus sp CBS 8358"
"OTU_63163","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_71725","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__unidentified","s__uncultured Cladosporium"
"OTU_111","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Phaeococcomyces","s__Phaeococcomyces eucalypti"
"OTU_256","k__Fungi","p__Ascomycota","c__Incertae sedis","o__Incertae sedis","f__Incertae sedis","g__Torula","s__Torula sp"
"OTU_64395","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_51","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Cryptococcus","s__Cryptococcus albidus"
"OTU_1723","k__Fungi","p__Ascomycota","c__Incertae sedis","o__Incertae sedis","f__Incertae sedis",NA,NA
"OTU_121","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Incertae sedis","g__Rhodotorula","s__Rhodotorula nothofagi"
"OTU_193","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Rhytisma","s__Rhytisma acerinum"
"OTU_54718","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Ascochyta","s__Ascochyta hordei"
"OTU_32422","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_1576","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Lophiostoma","s__Lophiostoma sp"
"OTU_52014","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma",NA
"OTU_47774","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_2085","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_70939","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_67675","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Incertae sedis",NA,NA
"OTU_61730","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_395","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Biscogniauxia",NA
"OTU_334","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__Taphrina flavorubra"
"OTU_141","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__unidentified","s__uncultured Coniozyma"
"OTU_576","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Gnomonia",NA
"OTU_64726","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_1579","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"OTU_69290","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU_60372","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__unidentified","s__uncultured Cladosporium"
"OTU_847","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Phacidiaceae","g__Phacidium","s__Phacidium lacerum"
"OTU_41796","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Aureobasidium","s__Aureobasidium pullulans"
"OTU_134","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Erysiphales","f__Erysiphaceae","g__Podosphaera","s__Podosphaera pannosa"
"OTU_397","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Periconia","s__Periconia sp"
"OTU_273","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Emericella","s__Emericella nidulans"
"OTU_4416","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Epicoccum","s__Epicoccum nigrum"
"OTU_494","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Incertae sedis","f__Incertae sedis","g__Sarcinomyces","s__Sarcinomyces petricola"
"OTU_74494","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__Taphrina aff virginica 0461c"
"OTU_35014","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_66476","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Aureobasidium","s__Aureobasidium pullulans"
"OTU_47474","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__unidentified","s__uncultured Cladosporium"
"OTU_63820","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_66091","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma",NA
"OTU_67623","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_5120","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_73087","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_435","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Erysiphales","f__Erysiphaceae","g__Podosphaera","s__Podosphaera leucotricha"
"OTU_580","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA
"OTU_196","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Incertae sedis","f__Plectosphaerellaceae","g__Verticillium","s__Verticillium dahliae"
"OTU_58837","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_49895","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_151","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"OTU_59710","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_67","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Physalacriaceae","g__Armillaria","s__Armillaria ostoyae"
"OTU_236","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Incertae sedis","g__Sporobolomyces",NA
"OTU_69740","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_708","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_72043","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_310","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Lophiostoma","s__Lophiostoma fuckelii"
"OTU_50615","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_304","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_51169","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_190","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Incertae sedis","g__Sporobolomyces","s__Sporobolomyces ruberrimus"
"OTU_86","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hortaea","s__Hortaea werneckii"
"OTU_26332","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_29445","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Epicoccum","s__Epicoccum nigrum"
"OTU_63584","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_1721","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU_10822","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae",NA,NA
"OTU_57483","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_132","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Incertae sedis","g__Hannaella","s__Hannaella luteola"
"OTU_74992","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_62198","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_47532","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_74214","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_63006","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__unidentified","s__uncultured Cladosporium"
"OTU_63171","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_75271","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_295","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Amphisphaeriaceae","g__Pestalotiopsis","s__Pestalotiopsis sp FF_2011"
"OTU_114","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Incertae sedis","g__Sporobolomyces","s__Sporobolomyces symmetricus"
"OTU_48019","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_74254","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_51393","k__Fungi","p__Ascomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__Ascomycota sp BF043"
"OTU_1963","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__unidentified","g__unidentified","s__Pleosporales sp E8604b"
"OTU_41327","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_39309","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_64852","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_53858","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_109","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Gloeophyllales","f__Gloeophyllaceae","g__Gloeophyllum","s__Gloeophyllum trabeum"
"OTU_307","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Phaeococcomyces","s__Phaeococcomyces sp"
"OTU_113","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU_65672","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia","s__Phlebia tremellosa"
"OTU_29115","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_65885","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_375","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_753","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_27906","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae",NA,NA
"OTU_50","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Cochliobolus","s__Cochliobolus cynodontis"
"OTU_73141","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae",NA,NA
"OTU_159","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Incertae sedis","g__Erythrobasidium","s__Erythrobasidium hasegawianum"
"OTU_49398","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU_18078","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia","s__Devriesia ficus"
"OTU_1397","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Periconia","s__Periconia sp CY198"
"OTU_177","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Aspergillus","s__Aspergillus petrakii"
"OTU_75817","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_56","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Incertae sedis","f__Pseudeurotiaceae","g__unidentified","s__Pseudeurotiaceae sp"
"OTU_70506","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Agaricostilbaceae","g__Sterigmatomyces","s__Sterigmatomyces halophilus"
"OTU_67575","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_445","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__unidentified","s__uncultured Dothichiza"
"OTU_43283","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_11","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Eurotium","s__Eurotium amstelodami"
"OTU_28184","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_34783","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Incertae sedis","f__Plectosphaerellaceae","g__Lectera","s__Lectera longa"
"OTU_71912","k__Fungi","p__Ascomycota","c__Incertae sedis","o__Incertae sedis","f__Incertae sedis","g__Sclerococcum","s__Sclerococcum sp"
"OTU_58","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pleurotaceae","g__Pleurotus","s__Pleurotus ostreatus"
"OTU_39154","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_1315","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Ascochyta","s__Ascochyta hordei"
"OTU_124","k__Fungi","p__Basidiomycota","c__Incertae sedis","o__Malasseziales","f__unidentified","g__unidentified","s__uncultured Malassezia"
"OTU_67506","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_18557","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_600","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__unidentified","s__Phaeosphaeriaceae sp"
"OTU_26","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia sebi"
"OTU_21875","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__unidentified","s__Dothioraceae sp"
"OTU_33544","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariaceae","g__unidentified","s__Sordariaceae sp agrAR094"
"OTU_52136","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma","s__Phoma rhei"
"OTU_75894","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia",NA
"OTU_69344","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_66753","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma",NA
"OTU_186","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Incertae sedis","g__Sporobolomyces","s__Sporobolomyces oryzicola"
"OTU_37938","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Incertae sedis","g__Cryptococcus","s__Cryptococcus sp SM13L02"
"OTU_94","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Incertae sedis","g__Myrothecium","s__Myrothecium gramineum"
"OTU_52395","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis",NA,NA
"OTU_59752","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_32667","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_119","k__Fungi","p__Basidiomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__basidiomycete sp OS_S24"
"OTU_53422","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Cryptococcus","s__Cryptococcus friedmannii"
"OTU_255","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Capnobotryella","s__Capnobotryella sp MA 4919"
"OTU_56879","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_3403","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"OTU_352","k__Fungi",NA,NA,NA,NA,NA,NA
"OTU_393","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Incertae sedis","g__Cryptococcus","s__Cryptococcus paraflavus"
"OTU_53653","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria",NA
"OTU_65922","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__unidentified","g__unidentified",NA
"OTU_61566","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae",NA,NA
"OTU_26997","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_52948","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__unidentified","s__uncultured Cladosporium"
"OTU_246","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma","s__Phoma macrostoma"
